City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,harstad,68.799,16.5293,-0.47,94,100,2.68,NO,1711875713
363,vanino,49.0869,140.2543,1.63,65,100,5.42,RU,1711875714
364,ji'an,27.1172,114.9793,25.63,62,58,3.86,CN,1711875714
365,bitkine,11.9801,18.2138,40.08,7,88,8.16,TD,1711875715
366,chonchi,-42.6128,-73.8092,3.56,94,7,0.83,CL,1711875716
367,yuza,39.0,139.9167,9.03,65,75,2.32,JP,1711875715
368,oranjemund,-28.55,16.4333,20.63,75,19,2.55,NA,1711875717
369,ridgecrest,35.6225,-117.6709,6.92,81,0,2.06,US,1711875548
370,grootfontein,-19.5667,18.1167,21.76,73,60,0.51,NA,1711875718
371,betio village,1.358,172.9211,29.02,82,34,7.39,KI,1711875718
372,sinabang,2.4803,96.3801,29.06,73,100,1.37,ID,1711875718
373,dhuusamarreeb,5.535,46.3861,34.62,34,11,3.97,SO,1711875719
374,rosales,15.8944,120.6328,32.69,31,67,1.49,PH,1711875719
375,orapa,-21.2833,25.3667,24.94,49,100,7.41,BW,1711875720
376,tabas,33.5959,56.9244,23.79,11,100,1.31,IR,1711875720
377,selebi-phikwe,-21.979,27.8498,20.38,70,100,5.92,BW,1711875720
378,east ballina,-28.8667,153.5833,20.44,73,52,3.76,AU,1711875721
379,alo,7.4178,6.7371,32.45,55,95,3.07,NG,1711875721
380,nagyszenas,46.6833,20.6667,21.1,35,100,7.98,HU,1711875722
381,broken hill,-31.95,141.4333,22.29,72,65,4.7,AU,1711875722
382,okahao,-17.885,15.0667,25.24,57,82,2.87,NA,1711875723
383,ghanzi,-21.5667,21.7833,25.25,46,99,6.47,BW,1711875724
384,praia da vitoria,38.7333,-27.0667,12.14,66,20,6.28,PT,1711875724
385,buenaventura,3.8801,-77.0312,24.27,96,99,0.6,CO,1711875724
386,arkhangel'sk,64.5401,40.5433,-0.94,93,100,4.0,RU,1711875515
387,akureyri,65.6835,-18.0878,-5.04,80,75,4.63,IS,1711875662
388,neufchatel-en-bray,49.7332,1.4396,12.44,82,100,5.03,FR,1711875726
389,paranhos,-23.8928,-55.4311,22.33,57,99,2.02,BR,1711875482
390,thunder bay,48.4001,-89.3168,0.99,100,100,2.57,CA,1711875480
391,pisco,-13.7,-76.2167,22.03,83,0,4.63,PE,1711875727
392,isabela,6.7085,121.9711,31.03,65,66,1.19,PH,1711875727
393,as pontes de garcia rodriguez,43.4527,-7.8518,9.63,86,77,3.25,ES,1711875728
394,savanna-la-mar,18.219,-78.1332,25.97,88,1,2.48,JM,1711875728
395,urangan,-25.3,152.9,24.0,77,76,2.68,AU,1711875728
396,ad darb,17.7229,42.2526,32.46,48,75,7.7,SA,1711875729
397,selkirk,50.1436,-96.8845,-4.35,74,32,0.45,CA,1711875729
398,remire-montjoly,4.9167,-52.2667,25.02,100,75,1.03,GF,1711875730
399,bykovo,55.6361,38.0803,14.2,68,0,2.0,RU,1711875730
400,baraolt,46.0751,25.6003,23.16,38,31,2.13,RO,1711875731
401,takoradi,4.8845,-1.7554,29.63,69,74,2.28,GH,1711875731
402,port macquarie,-31.4333,152.9167,19.94,73,87,0.92,AU,1711875506
403,vizinga,61.0749,50.1031,2.51,99,100,2.91,RU,1711875732
404,kruisfontein,-34.0033,24.7314,32.71,18,3,6.38,ZA,1711875732
405,cobourg,50.2667,10.9667,15.4,74,93,0.45,DE,1711875733
406,corner brook,48.9667,-57.9484,1.09,94,78,2.08,CA,1711875733
407,gaiman,-43.2897,-65.4929,7.78,40,66,3.53,AR,1711875733
408,minas de marcona,-15.2119,-75.1103,16.97,87,100,3.64,PE,1711875734
409,ciudad melchor muzquiz,27.8833,-101.5167,21.32,84,77,0.8,MX,1711875734
410,geraldton,-28.7667,114.6,25.23,65,92,8.75,AU,1711875735
411,vancleave,30.5405,-88.6875,20.0,92,100,1.83,US,1711875608
412,makhjan,17.2698,73.5003,41.67,20,2,5.33,IN,1711875736
413,holualoa,19.6228,-155.9522,21.54,86,36,2.2,US,1711875737
414,shimanovsk,52.0,127.7,-2.89,73,100,4.78,RU,1711875738
415,boise,43.6135,-116.2035,5.66,78,59,1.43,US,1711875738
416,tumpat,6.1978,102.171,31.99,70,20,5.14,MY,1711875739
417,polyarnyy,69.1989,33.4478,-3.07,90,100,9.31,RU,1711875739
418,muscat,23.6139,58.5922,27.8,57,100,3.62,OM,1711875477
419,porto torres,40.835,8.3972,18.1,67,99,8.97,IT,1711875740
420,greenville,35.6127,-77.3663,15.02,65,0,2.57,US,1711875624
421,la aldea,20.9,-101.4833,14.07,21,73,0.8,MX,1711875741
422,tual,-5.6667,132.75,29.09,78,65,5.85,ID,1711875742
423,santa elena de uairen,4.6167,-61.1333,20.07,88,98,1.25,VE,1711875742
424,mount gambier,-37.8333,140.7667,16.83,77,100,3.59,AU,1711875653
425,ceeldheer,3.8488,47.1806,33.21,52,54,7.61,SO,1711875743
426,visby,57.6409,18.296,9.9,81,0,7.72,SE,1711875744
427,sao paulo de olivenca,-3.3783,-68.8725,23.08,99,99,0.26,BR,1711875745
428,dazhou,31.2159,107.5009,26.7,43,12,3.49,CN,1711875745
429,narvik,68.4384,17.4272,-1.33,77,96,1.83,NO,1711875746
430,berezovyy,51.6667,135.7,-1.15,80,100,2.74,RU,1711875746
431,mthatha,-31.5889,28.7844,30.31,42,0,1.54,ZA,1711875747
432,karratha,-20.7377,116.8463,32.75,44,0,5.35,AU,1711875747
433,roxas,11.5853,122.7511,28.41,60,55,2.7,PH,1711875748
434,songadh,21.1667,73.5667,38.47,15,5,4.14,IN,1711875748
435,naze,28.3667,129.4833,17.51,95,100,8.81,JP,1711875749
436,tejen,37.3834,60.5054,23.61,15,100,7.22,TM,1711875749
437,prince george,53.9166,-122.753,-0.77,80,0,2.57,CA,1711875504
438,tofol,5.3248,163.0078,28.26,80,31,8.92,FM,1711875750
439,alice springs,-23.7,133.8833,29.75,50,40,4.12,AU,1711875750
440,hammerfest,70.6634,23.6821,-4.75,63,75,2.57,NO,1711875751
441,nuevitas,21.5453,-77.2644,21.48,69,3,2.64,CU,1711875751
442,inverness,57.4791,-4.224,6.58,85,20,0.45,GB,1711875478
443,island harbour,50.724,-1.2758,10.55,88,94,3.13,GB,1711875752
444,portoferraio,42.8115,10.3146,19.03,94,99,9.45,IT,1711875752
445,hanceville,34.0607,-86.7675,16.21,96,98,2.3,US,1711875753
446,le coteau,46.0271,4.0869,11.52,87,100,7.05,FR,1711875753
447,grand falls-windsor,48.9332,-55.6649,0.28,91,100,3.5,CA,1711875754
448,anlu,31.1661,112.5831,26.8,50,0,3.54,CN,1711875754
449,taishan,22.2514,112.7799,31.09,59,18,8.05,CN,1711875755
450,laojunmiao,39.8333,97.7333,17.57,12,97,5.19,CN,1711875755
451,chibougamau,49.9168,-74.3659,-7.21,79,100,3.6,CA,1711875722
452,isangel,-19.55,169.2667,24.1,73,8,3.83,VU,1711875756
453,kilifi,-3.6305,39.8499,31.01,61,73,3.71,KE,1711875757
454,yima,34.7381,111.8839,24.99,32,0,4.59,CN,1711875757
455,buka,40.8108,69.1986,16.45,25,0,2.57,UZ,1711875758
456,botucatu,-22.8858,-48.445,16.69,88,69,1.42,BR,1711875642
457,pimentel,-6.8367,-79.9342,23.16,78,0,5.66,PE,1711875758
458,hasaki,35.7333,140.8333,19.22,72,75,0.53,JP,1711875759
459,port saint john's,-31.6229,29.5448,28.23,58,0,7.47,ZA,1711875759
460,aripuana,-9.1667,-60.6333,22.89,100,100,0.95,BR,1711875760
461,diyarbakir,37.9158,40.2189,19.99,49,0,2.57,TR,1711875760
462,jiangzi,28.95,89.6333,7.3,16,87,4.76,CN,1711875761
463,nemuro,43.3236,145.575,0.42,92,87,1.87,JP,1711875657
464,xingtai,37.0631,114.4942,27.07,25,0,2.74,CN,1711875623
465,sinop,41.7711,34.8709,23.83,34,1,0.62,TR,1711875763
466,kristiansund,63.1115,7.732,7.36,76,100,3.09,NO,1711875763
467,tsiombe,-25.3,45.4833,25.79,72,90,7.06,MG,1711875763
468,sao felix do xingu,-6.6447,-51.995,22.06,99,100,0.82,BR,1711875764
469,labrador city,52.9463,-66.9114,-5.05,88,100,7.72,CA,1711875612
470,natal,-5.795,-35.2094,24.36,100,20,1.03,BR,1711875340
471,mugia,43.1041,-9.2179,9.39,76,64,6.83,ES,1711875765
472,nchelenge,-9.3451,28.734,22.9,86,99,1.33,ZM,1711875765
473,kakrala,27.9,79.2,39.3,7,33,6.69,IN,1711875766
474,banda aceh,5.5577,95.3222,30.09,69,88,1.78,ID,1711875766
475,bonawon,9.134,122.9193,29.89,71,28,1.26,PH,1711875767
476,pamandzi,-12.7967,45.2794,31.88,70,0,4.12,YT,1711875660
477,iguai,-14.7564,-40.0892,21.69,97,98,0.93,BR,1711875768
478,dhidhdhoo,6.8833,73.1,29.47,69,5,4.05,MV,1711875768
479,jutai,-5.1833,-68.9,23.19,99,100,0.61,BR,1711875768
480,yambio,4.5721,28.3955,33.13,41,100,2.84,SS,1711875769
481,beledweyne,4.7358,45.2036,35.71,32,2,3.78,SO,1711875769
482,brandon,27.9378,-82.2859,18.95,93,0,2.06,US,1711875770
483,padangsidempuan,1.3667,99.2667,26.42,94,100,1.07,ID,1711875770
484,pariaman,-0.619,100.12,30.03,82,73,2.25,ID,1711875770
485,zabol,32.25,67.25,13.36,30,57,4.34,AF,1711875771
486,strathmore,51.0501,-113.3852,-3.33,93,100,2.06,CA,1711875614
487,george town,5.4112,100.3354,31.97,66,20,5.66,MY,1711875771
488,egilsstadir,65.2653,-14.3948,-4.05,93,75,9.26,IS,1711875772
489,manokwari,-0.8667,134.0833,28.07,78,99,3.87,ID,1711875499
490,colonia,50.9333,6.95,16.57,78,0,4.12,DE,1711875661
491,merowe,18.4833,31.8167,31.83,13,0,5.15,SD,1711875774
492,siniscola,40.5719,9.6922,18.75,49,100,3.39,IT,1711875774
493,angaur state,6.906,134.13,27.88,77,100,7.41,PW,1711875774
494,avellaneda,-29.1176,-59.6583,23.71,69,99,1.88,AR,1711875775
495,tuy hoa,13.0833,109.3,29.58,69,87,6.12,VN,1711875775
496,puqi,29.7167,113.8833,26.36,51,13,1.05,CN,1711875776
497,weno,7.4515,151.8468,27.97,89,100,3.6,FM,1711875776
498,uyar,55.81,94.3153,3.92,76,100,7.48,RU,1711875777
499,an muileann gcearr,53.5333,-7.35,8.15,93,98,4.85,IE,1711875608
500,tashtagol,52.7657,87.8894,4.18,93,100,5.81,RU,1711875777
501,twon-brass,4.3151,6.2418,29.48,74,97,4.52,NG,1711875778
502,tongchuanshi,35.0806,109.0897,24.24,31,16,4.25,CN,1711875778
503,fort st. john,56.2499,-120.8529,2.94,44,75,1.03,CA,1711875611
504,morehead city,34.7229,-76.726,16.0,83,0,6.17,US,1711875779
505,taro,-8.3862,115.28,26.03,86,93,1.44,ID,1711875779
506,vilyuchinsk,52.9306,158.4028,2.15,98,100,5.76,RU,1711875780
507,zakynthos,37.7914,20.8953,21.68,72,0,4.63,GR,1711875780
508,pangody,65.85,74.4859,-13.88,87,71,6.52,RU,1711875781
509,mahibadhoo,3.7833,72.9667,29.17,72,3,3.57,MV,1711875781
510,laukaa,58.7372,29.8453,11.84,68,60,3.79,RU,1711875782
511,canutama,-6.5339,-64.3831,22.47,99,99,0.39,BR,1711875746
512,general conesa,-40.1,-64.4333,11.04,39,96,3.44,AR,1711875782
513,meads,38.4126,-82.7091,14.91,93,51,1.02,US,1711875783
514,el granada,37.5027,-122.4694,11.68,91,0,1.54,US,1711875784
515,murzuq,25.9155,13.9184,29.54,12,6,3.34,LY,1711875784
516,taghazout,30.5426,-9.7112,16.43,82,84,4.59,MA,1711875785
517,torghay,49.6339,63.4981,9.02,34,23,4.57,KZ,1711875785
518,urdinarrain,-32.6857,-58.8932,21.49,95,48,6.47,AR,1711875786
519,tercan,39.7794,40.3925,10.8,60,98,0.42,TR,1711875786
520,tshabong,-26.05,22.45,25.97,43,99,7.01,BW,1711875741
521,kuroiso,36.9667,140.05,12.46,79,100,1.02,JP,1711875741
522,enshi,30.3,109.4833,25.56,51,20,0.78,CN,1711875788
523,tabou,4.423,-7.3528,28.79,71,95,2.03,CI,1711875788
524,antsiranana,-12.2787,49.2917,31.42,70,40,4.12,MG,1711875789
525,nadym,65.5333,72.5167,-11.26,79,65,5.82,RU,1711875789
526,saint john,45.2727,-66.0677,-1.0,64,0,4.63,CA,1711875790
527,narasannapeta,18.4167,84.05,34.03,44,0,9.59,IN,1711875790
528,tindouf,27.6711,-8.1474,14.25,77,0,6.17,DZ,1711875790
529,baume-les-dames,47.353,6.3612,14.7,89,100,1.34,FR,1711875791
530,hotan,37.0997,79.9269,20.04,19,37,10.25,CN,1711875737
531,valparaiso,-33.0393,-71.6273,20.63,68,0,0.0,CL,1711875634
532,santa cruz,-17.8,-63.1667,24.7,94,75,4.63,BO,1711875740
533,nuku'alofa,-21.1333,-175.2,24.19,100,75,0.51,TO,1711875793
534,harran,36.86,39.0314,24.5,34,61,1.17,TR,1711875794
535,enoch,37.7733,-113.0244,0.26,92,100,3.6,US,1711875794
536,labytnangi,66.6572,66.4183,-9.24,81,73,3.15,RU,1711875531
537,katabu,-4.9333,122.5167,28.47,86,91,1.08,ID,1711875795
538,boende,-0.2167,20.8667,29.57,65,99,2.5,CD,1711875795
539,darwin,-12.4611,130.8418,31.14,78,40,2.57,AU,1711875530
540,bamboo flat,11.7,92.7167,31.05,74,40,3.09,IN,1711875796
541,dapa,9.7594,126.0531,28.21,77,6,4.42,PH,1711875797
542,leh,34.1667,77.5833,2.37,51,62,4.25,IN,1711875797
543,yeniseysk,58.4497,92.1703,1.64,100,100,2.68,RU,1711875797
544,hue,16.4667,107.6,34.06,52,40,3.6,VN,1711875798
545,mwanza,-2.5167,32.9,24.92,69,87,0.96,TZ,1711875619
546,carutapera,-1.195,-46.02,24.35,95,100,0.57,BR,1711875765
547,lompoc,34.6391,-120.4579,10.43,83,100,2.68,US,1711875799
548,belmonte,-15.8631,-38.8828,24.72,90,60,2.04,BR,1711875799
549,carolina,18.3808,-65.9574,25.94,83,75,2.57,PR,1711875614
550,pandan,14.0453,124.1694,28.14,77,16,4.03,PH,1711875800
551,fukuecho,32.6881,128.8419,17.2,100,75,2.06,JP,1711875801
552,hoemul-li,41.4339,129.67,7.26,47,5,0.53,KP,1711875801
553,morant bay,17.8815,-76.4093,26.79,85,33,5.73,JM,1711875802
554,bargaal,11.2864,51.0773,30.3,56,35,4.74,SO,1711875802
555,beidao,34.5686,105.8933,22.61,37,94,8.68,CN,1711875803
556,alta sierra,35.7291,-118.5495,0.62,85,97,1.96,US,1711875804
557,arauco,-37.2463,-73.3175,10.25,69,49,2.81,CL,1711875804
558,trincomalee,8.5711,81.2335,29.01,71,10,6.13,LK,1711875805
559,sisimiut,66.9395,-53.6735,-7.62,69,93,2.6,GL,1711875805
560,jayapura,-2.5333,140.7,28.66,85,40,3.64,ID,1711875805
561,cockburn town,21.4612,-71.1419,23.19,65,100,6.41,TC,1711875806
562,box elder,41.5005,-112.8764,6.52,76,86,1.55,US,1711875806
563,rio preto da eva,-2.6994,-59.6997,24.56,90,100,0.98,BR,1711875807
564,prince rupert,54.3161,-130.3201,6.83,87,100,1.54,CA,1711875708
565,northam,51.0333,-4.2167,9.78,85,100,8.08,GB,1711875807
566,san juan,-31.5375,-68.5364,19.3,25,6,1.02,AR,1711875607
567,san julian,21.0167,-102.1667,13.91,25,84,1.4,MX,1711875808
568,california city,35.1258,-117.9859,6.91,84,75,4.12,US,1711875606
569,shakawe,-18.3667,21.85,21.49,83,100,3.13,BW,1711875809
570,kondagaon,19.6,81.6667,35.46,22,92,4.16,IN,1711875809
571,igarka,67.4667,86.5833,-7.61,94,100,8.92,RU,1711875810
572,goseong,34.9763,128.3236,19.02,78,100,1.65,KR,1711875810
573,margate,51.3813,1.3862,10.17,92,100,1.79,GB,1711875811
574,desaguadero,-16.5656,-69.0417,7.74,74,100,1.2,PE,1711875811
575,la manga del mar menor,37.6413,-0.7165,19.0,78,20,7.2,ES,1711875811
576,sagua de tanamo,20.5819,-75.2414,19.21,92,15,1.6,CU,1711875812
577,medina de pomar,42.9294,-3.488,10.85,74,100,2.75,ES,1711875813
578,bikenibeu village,1.3673,173.1241,28.98,84,40,4.12,KI,1711875814
579,kalemie,-5.9475,29.1947,23.32,85,100,1.2,CD,1711875814
580,yelizovo,53.1873,158.3805,2.08,64,75,6.0,RU,1711875814
581,namibe,-15.1961,12.1522,26.8,71,75,2.7,AO,1711875815
582,campobello di mazara,37.6358,12.7443,23.59,57,69,9.15,IT,1711875815
583,santiago de cuba,20.0247,-75.8219,18.85,90,0,1.79,CU,1711875816
584,zagora,30.3484,-5.8365,17.63,48,0,6.48,MA,1711875816
585,fortaleza,-3.7227,-38.5247,25.12,94,75,1.54,BR,1711875646
586,alofi,-19.0595,-169.9187,25.94,94,39,1.54,NU,1711875817
587,solnechnyy,50.7214,136.6319,-3.87,93,100,2.59,RU,1711875817
588,merizo village,13.2658,144.6691,28.1,84,99,7.4,GU,1711875818
589,port blair,11.6667,92.75,31.02,74,40,3.09,IN,1711875818
590,nelson bay,-32.7167,152.15,22.22,89,100,1.79,AU,1711875819
591,kalnibolotskaya,46.0058,40.4568,21.49,40,6,1.59,RU,1711875819
